sourceTypeID,yearID,ageID,ageFraction
43,2009,23,0.032258065
43,2009,24,0.032258065
43,2009,25,0.032258065
43,2009,26,0.032258065
43,2009,27,0.032258065
43,2009,28,0.032258065
43,2009,29,0.032258065
43,2009,30,0.032258065
51,2009,0,0.032258065
51,2009,1,0.032258065
51,2009,2,0.032258065
51,2009,3,0.032258065
51,2009,4,0.032258065
51,2009,5,0.032258065
51,2009,6,0.032258065
51,2009,7,0.032258065
51,2009,8,0.032258065
51,2009,9,0.032258065
51,2009,10,0.032258065
51,2009,11,0.032258065
51,2009,12,0.032258065
51,2009,13,0.032258065
51,2009,14,0.032258065
51,2009,15,0.032258065
51,2009,16,0.032258065
51,2009,17,0.032258065
51,2009,18,0.032258065
51,2009,19,0.032258065
51,2009,20,0.032258065
51,2009,21,0.032258065
51,2009,22,0.032258065
51,2009,23,0.032258065
51,2009,24,0.032258065
51,2009,25,0.032258065
51,2009,26,0.032258065
51,2009,27,0.032258065
51,2009,28,0.032258065
51,2009,29,0.032258065
51,2009,30,0.032258065
52,2009,0,0.032258065
52,2009,1,0.032258065
52,2009,2,0.032258065
52,2009,3,0.032258065
52,2009,4,0.032258065
52,2009,5,0.032258065
52,2009,6,0.032258065
52,2009,7,0.032258065
52,2009,8,0.032258065
52,2009,9,0.032258065
52,2009,10,0.032258065
52,2009,11,0.032258065
52,2009,12,0.032258065
52,2009,13,0.032258065
52,2009,14,0.032258065
52,2009,15,0.032258065
52,2009,16,0.032258065
52,2009,17,0.032258065
52,2009,18,0.032258065
52,2009,19,0.032258065
52,2009,20,0.032258065
52,2009,21,0.032258065
52,2009,22,0.032258065
52,2009,23,0.032258065
52,2009,24,0.032258065
52,2009,25,0.032258065
52,2009,26,0.032258065
52,2009,27,0.032258065
52,2009,28,0.032258065
52,2009,29,0.032258065
52,2009,30,0.032258065
53,2009,0,0.032258065
53,2009,1,0.032258065
53,2009,2,0.032258065
53,2009,3,0.032258065
53,2009,4,0.032258065
53,2009,5,0.032258065
53,2009,6,0.032258065
53,2009,7,0.032258065
53,2009,8,0.032258065
53,2009,9,0.032258065
53,2009,10,0.032258065
53,2009,11,0.032258065
53,2009,12,0.032258065
53,2009,13,0.032258065
53,2009,14,0.032258065
53,2009,15,0.032258065
53,2009,16,0.032258065
53,2009,17,0.032258065
53,2009,18,0.032258065
53,2009,19,0.032258065
53,2009,20,0.032258065
53,2009,21,0.032258065
53,2009,22,0.032258065
53,2009,23,0.032258065
53,2009,24,0.032258065
53,2009,25,0.032258065
53,2009,26,0.032258065
53,2009,27,0.032258065
53,2009,28,0.032258065
53,2009,29,0.032258065
53,2009,30,0.032258065
54,2009,0,0.032258065
54,2009,1,0.032258065
54,2009,2,0.032258065
54,2009,3,0.032258065
54,2009,4,0.032258065
54,2009,5,0.032258065
54,2009,6,0.032258065
54,2009,7,0.032258065
54,2009,8,0.032258065
54,2009,9,0.032258065
54,2009,10,0.032258065
54,2009,11,0.032258065
54,2009,12,0.032258065
54,2009,13,0.032258065
54,2009,14,0.032258065
54,2009,15,0.032258065
54,2009,16,0.032258065
54,2009,17,0.032258065
54,2009,18,0.032258065
54,2009,19,0.032258065
54,2009,20,0.032258065
54,2009,21,0.032258065
54,2009,22,0.032258065
54,2009,23,0.032258065
54,2009,24,0.032258065
54,2009,25,0.032258065
54,2009,26,0.032258065
54,2009,27,0.032258065
54,2009,28,0.032258065
54,2009,29,0.032258065
54,2009,30,0.032258065
61,2009,0,0.032258065
61,2009,1,0.032258065
61,2009,2,0.032258065
61,2009,3,0.032258065
61,2009,4,0.032258065
61,2009,5,0.032258065
61,2009,6,0.032258065
61,2009,7,0.032258065
61,2009,8,0.032258065
61,2009,9,0.032258065
61,2009,10,0.032258065
61,2009,11,0.032258065
61,2009,12,0.032258065
61,2009,13,0.032258065
61,2009,14,0.032258065
61,2009,15,0.032258065
61,2009,16,0.032258065
61,2009,17,0.032258065
61,2009,18,0.032258065
61,2009,19,0.032258065
61,2009,20,0.032258065
61,2009,21,0.032258065
61,2009,22,0.032258065
61,2009,23,0.032258065
61,2009,24,0.032258065
61,2009,25,0.032258065
61,2009,26,0.032258065
61,2009,27,0.032258065
61,2009,28,0.032258065
61,2009,29,0.032258065
61,2009,30,0.032258065
62,2009,0,0.032258065
62,2009,1,0.032258065
62,2009,2,0.032258065
62,2009,3,0.032258065
62,2009,4,0.032258065
62,2009,5,0.032258065
62,2009,6,0.032258065
62,2009,7,0.032258065
62,2009,8,0.032258065
62,2009,9,0.032258065
62,2009,10,0.032258065
62,2009,11,0.032258065
62,2009,12,0.032258065
62,2009,13,0.032258065
62,2009,14,0.032258065
62,2009,15,0.032258065
62,2009,16,0.032258065
62,2009,17,0.032258065
62,2009,18,0.032258065
62,2009,19,0.032258065
62,2009,20,0.032258065
62,2009,21,0.032258065
62,2009,22,0.032258065
62,2009,23,0.032258065
62,2009,24,0.032258065
62,2009,25,0.032258065
62,2009,26,0.032258065
62,2009,27,0.032258065
62,2009,28,0.032258065
62,2009,29,0.032258065
62,2009,30,0.032258065
